e x y z
C -22.15484920515877 -0.2024595174873447 -31.48646272782789
Cl -21.955359205158768 0.23794048251265387 -33.747952727827894
C -20.936729205158766 -0.6989595174873457 -31.82124272782789
Cl -19.66872920515877 -0.6290595174873452 -34.08085272782789
C -20.318429205158765 -1.2534595174873449 -30.68454272782789
H -19.356539205158768 -1.7364595174873454 -30.741432727827892
Cl -17.981789205158766 -5.724639517487345 -18.72705272782789
C -17.888749205158767 -5.012329517487345 -20.92919272782789
C -19.206289205158768 -4.6807595174873455 -21.25922272782789
H -19.91939920515877 -4.797619517487345 -20.47332272782789
C -19.644129205158766 -4.231499517487345 -22.55439672782789
H -20.652649205158767 -4.016839517487345 -22.70454172782789
C -18.723919205158765 -4.174059517487345 -23.57370872782789
Cl -19.228239205158765 -3.3954095174873444 -26.25437272782789
C -17.466559205158767 -4.473339517487345 -23.25198172782789
Cl -16.904769205158768 -4.084249517487345 -25.40715272782789
C -16.980209205158765 -4.892869517487345 -21.94947272782789
H -15.980082205158768 -5.190599517487345 -21.85456272782789
Cl -15.521275205158767 -2.883759517487345 -11.72755272782789
C -16.726759205158768 -3.912619517487345 -13.18459272782789
C -16.914439205158768 -5.232399517487345 -13.59857272782789
H -16.445199205158765 -5.966479517487345 -13.02905272782789
C -17.776879205158767 -5.532869517487345 -14.71313272782789
H -17.93957920515877 -6.511029517487345 -15.04531272782789
C -18.458269205158768 -4.461349517487346 -15.25871272782789
Cl -19.96208920515877 -5.329529517487345 -17.47118272782789
C -18.35351920515877 -3.165449517487346 -14.91811272782789
Cl -19.880049205158766 -3.071159517487345 -16.58052272782789
C -17.442089205158766 -2.871959517487346 -13.84131272782789
H -17.310259205158765 -1.8743595174873455 -13.52085272782789
Cl -17.102929205158766 2.9431404825126553 -27.60484272782789
C -18.670279205158767 3.3027404825126556 -29.33202272782789
C -19.73592920515877 2.4239404825126556 -29.13551272782789
H -19.786949205158766 1.7850404825126542 -28.34190272782789
C -20.719369205158767 2.384640482512655 -30.20552272782789
H -21.614099205158766 1.7718404825126548 -30.14339272782789
C -20.477619205158767 3.256840482512656 -31.229152727827888
Cl -21.01652920515877 4.296340482512656 -33.37395272782789
C -19.474879205158768 4.113840482512655 -31.438312727827892
Cl -19.10651920515877 5.651240482512653 -33.12665272782789
C -18.469499205158765 4.152440482512654 -30.38080272782789
H -17.602359205158766 4.7311404825126555 -30.48350272782789
Cl -16.726199205158768 5.126040482512655 -19.51215272782789
C -18.289489205158766 4.8341404825126535 -21.35962272782789
C -19.637659205158766 4.641840482512654 -21.13868272782789
H -20.025809205158765 4.618640482512655 -20.169362727827888
C -20.490169205158768 4.481740482512654 -22.30631272782789
H -21.525269205158768 4.370940482512653 -22.18546072782789
C -19.841049205158768 4.523240482512653 -23.51026472782789
Cl -20.192709205158767 4.295940482512654 -25.85773272782789
C -18.54936920515877 4.699040482512656 -23.73791372782789
Cl -17.753999205158767 4.708240482512656 -26.03625272782789
C -17.689819205158766 4.905740482512654 -22.61587672782789
H -16.661599205158765 5.0874404825126565 -22.71080972782789
Cl -17.785779205158768 2.194840482512655 -12.37905272782789
C -19.063899205158766 3.165840482512655 -13.92205272782789
C -20.364969205158765 2.999240482512656 -13.48675272782789
H -20.56720920515877 2.528240482512654 -12.56735272782789
C -21.398429205158767 3.549240482512653 -14.38152272782789
H -22.434539205158767 3.5337404825126537 -14.20377272782789
C -20.900989205158766 4.178840482512653 -15.47862272782789
Cl -20.992359205158767 5.418540482512656 -17.50762272782789
C -19.628419205158767 4.340740482512656 -15.86687272782789
Cl -18.535099205158765 5.517640482512656 -18.01669272782789
C -18.605159205158767 3.7891404825126553 -15.08636272782789
H -17.576979205158768 3.891440482512655 -15.33374272782789
Cl -9.914779205158766 -8.153839517487345 -27.04599272782789
C -10.171959205158768 -6.231939517487345 -28.68931272782789
C -11.509509205158768 -6.016049517487345 -28.65664272782789
H -12.187079205158767 -6.510089517487345 -27.946962727827888
C -11.890859205158767 -5.143139517487345 -29.77097272782789
H -12.876449205158767 -4.721179517487345 -30.04141272782789
C -10.813209205158767 -4.759209517487346 -30.42994272782789
Cl -9.994189205158767 -3.320879517487345 -32.25274272782789
C -9.489999205158767 -4.931029517487346 -30.44767272782789
Cl -7.753369205158767 -3.845539517487346 -31.71979272782789
C -9.034819205158767 -5.8374095174873455 -29.42769272782789
H -8.106089205158767 -6.230109517487345 -29.29025272782789
Cl -8.700919205158767 -4.5312195174873455 -19.99459272782789
C -10.224419205158767 -4.338979517487346 -21.70896272782789
C -11.529179205158767 -4.592099517487345 -21.35537272782789
H -11.769049205158767 -4.801569517487346 -20.32508272782789
C -12.456789205158767 -4.493899517487344 -22.48692272782789
H -13.503929205158768 -4.601659517487345 -22.37583872782789
C -11.977279205158766 -4.182649517487345 -23.71803372782789
Cl -12.703809205158766 -3.7583295174873452 -25.99799272782789
C -10.697589205158767 -3.9755995174873444 -24.01793972782789
Cl -10.498769205158766 -3.387719517487346 -26.30723272782789
C -9.711709205158767 -4.072599517487346 -23.02604672782789
H -8.737029205158766 -3.887439517487346 -23.24896972782789
Cl -9.686399205158768 -4.084119517487345 -11.31255272782789
C -11.018319205158766 -4.043029517487346 -13.20447272782789
C -12.373559205158767 -4.037169517487346 -12.96075272782789
H -12.795129205158766 -4.007159517487345 -12.00775272782789
C -13.136929205158767 -4.076729517487346 -14.18721272782789
H -14.188909205158767 -4.093409517487345 -14.20619272782789
C -12.405189205158766 -4.090659517487346 -15.35293272782789
Cl -12.385249205158766 -4.059739517487346 -17.69253272782789
C -11.092589205158767 -4.083059517487346 -15.636122727827889
Cl -9.849429205158767 -4.126969517487344 -17.99251272782789
C -10.341429205158768 -4.082389517487345 -14.41806272782789
H -9.278769205158767 -4.1042295174873455 -14.40523272782789
Cl -8.756569205158767 3.599740482512656 -28.81611272782789
C -10.460099205158766 3.6604404825126533 -30.61224272782789
C -11.721079205158766 3.308040482512654 -30.24249272782789
H -12.063259205158767 2.967640482512655 -29.26497272782789
C -12.618229205158766 3.3469404825126556 -31.37397272782789
H -13.670909205158766 3.104740482512655 -31.23795272782789
C -12.075619205158766 3.684540482512654 -32.57877272782789
Cl -12.090369205158767 3.984340482512655 33.38824727217211
C -10.810669205158767 4.018540482512654 -32.93786272782789
Cl -9.823029205158766 4.866340482512653 33.30134727217211
C -9.912229205158766 4.057540482512655 -31.84525272782789
H -8.906169205158767 4.304040482512656 -31.990142727827887
Cl -10.075529205158766 3.3828404825126537 -19.69092272782789
C -10.970989205158766 3.9658404825126556 -21.76268272782789
C -11.731769205158766 5.0841404825126535 -21.77178272782789
H -11.930679205158768 5.633140482512653 -20.90647272782789
C -12.311739205158766 5.562740482512654 -23.03608422782789
H -12.909929205158766 6.424940482512655 -23.08153692782789
C -12.041059205158767 4.727240482512654 -24.07757272782789
Cl -12.026099205158767 3.933040482512654 -26.29194272782789
C -11.308449205158766 3.597240482512655 -24.02137372782789
Cl -10.692459205158766 2.067840482512654 -25.60338272782789
C -10.660789205158768 3.113940482512655 -22.79827072782789
H -10.068249205158768 2.1842404825126547 -22.70597072782789
Cl -11.738309205158767 5.688740482512655 -13.97995272782789
C -12.702619205158767 4.393940482512656 -15.739482727827891
C -14.062799205158766 4.545640482512654 -15.66948272782789
H -14.518754205158768 5.141940482512654 -14.88835272782789
C -14.837209205158766 3.7803404825126545 -16.65459272782789
H -15.902691205158767 3.8545404825126557 -16.71342272782789
C -14.140719205158767 2.999140482512656 -17.51782272782789
Cl -13.527669205158766 1.540440482512654 -19.257112727827888
C -12.811979205158767 2.871240482512656 -17.55095272782789
Cl -11.220479205158767 1.2832404825126549 -19.34111272782789
C -11.997449205158766 3.5665404825126554 -16.641492727827888
H -10.925769205158767 3.4749404825126557 -16.61621272782789
C -13.038919205158766 0.11814048251265419 -22.65864372782789
C -13.191609205158766 -1.1846595174873453 -23.18613072782789
C -14.349078205158767 -1.509059517487346 -23.93484672782789
C -15.279973705158767 -0.4914595174873444 -24.26767272782789
C -14.028969205158766 1.1239404825126549 -22.90873372782789
C -15.133102205158767 0.8364404825126552 -23.71705972782789
C -16.552859205158768 -0.4928595174873447 -25.04706272782789
C -16.336339205158765 1.721140482512654 -24.14486272782789
C -17.198619205158767 0.7025404825126547 -24.92328272782789
H -12.204589205158767 0.3594404825126549 -22.04326272782789
H -12.458799205158767 -1.9113595174873446 -22.99280222782789
H -14.486773205158768 -2.502559517487345 -24.292672727827892
H -13.918579205158768 2.0982404825126544 -22.48901472782789
H -16.944049205158766 -1.3031595174873445 -25.61045272782789
H -16.019354205158766 2.5123404825126556 -24.77720272782789
H -16.859709205158765 2.114740482512655 -23.28211672782789
H -18.119469205158765 0.9342404825126547 -25.37843272782789
Cl -5.067739205158766 -1.8373595174873447 -27.306472727827888
C -5.849129205158766 -1.2622595174873457 -29.32351272782789
C -7.164909205158766 -0.8859595174873451 -29.03679272782789
H -7.630559205158767 -0.9887595174873454 -28.06328272782789
C -7.808979205158767 -0.36715951748734454 -30.20460272782789
H -8.831059205158766 -0.07875951748734522 -30.15964272782789
C -7.026609205158767 -0.39225951748734467 -31.322522727827888
Cl -7.113649205158767 0.07284048251265496 -33.56915272782789
C -5.773839205158767 -0.7908595174873447 -31.65982272782789
Cl -4.822139205158766 -0.6938595174873452 -33.95245272782789
C -5.111839205158766 -1.260559517487346 -30.51281272782789
H -4.070739205158766 -1.5785595174873457 -30.47716272782789
Cl -2.6159392051587673 -5.7891495174873455 -18.60388272782789
C -3.1453392051587663 -5.092259517487346 -20.87717272782789
C -4.409039205158766 -4.6866995174873445 -21.26313272782789
H -5.209539205158768 -4.614309517487346 -20.58244272782789
C -4.5259392051587675 -4.283179517487346 -22.65257372782789
H -5.4626192051587665 -3.966459517487346 -23.04771088782789
C -3.434739205158767 -4.342169517487346 -23.46740972782789
Cl -3.8643392051587675 -3.3123495174873447 -26.25255272782789
C -2.1943392051587676 -4.739899517487345 -23.07478012782789
Cl -1.6775392051587676 -4.310559517487345 -25.19463272782789
C -2.0447392051587663 -5.160269517487345 -21.73501272782789
H -1.1030392051587672 -5.494359517487346 -21.35749272782789
Cl -0.8699392051587669 -2.882159517487345 -11.74375272782789
C -2.0065392051587665 -3.8776395174873457 -13.27026272782789
C -2.119839205158767 -5.224179517487345 -13.54516272782789
H -1.636639205158767 -5.950909517487346 -12.94845272782789
C -2.868439205158767 -5.652759517487345 -14.69597272782789
H -2.959439205158766 -6.661489517487345 -14.94054272782789
C -3.489239205158766 -4.6652295174873455 -15.44339272782789
Cl -4.925139205158766 -5.366659517487345 -17.60642272782789
C -3.429739205158766 -3.364639517487346 -15.19754272782789
Cl -4.718939205158767 -3.012059517487346 -17.05602272782789
C -2.6682392051587662 -2.9185595174873455 -14.07684272782789
H -2.585239205158766 -1.8948595174873457 -13.86172272782789
Cl -1.9858392051587668 2.694740482512655 -27.60734272782789
C -3.6112392051587676 3.1069404825126536 -29.34970272782789
C -4.832039205158766 2.4731404825126546 -29.21903272782789
H -5.120339205158766 1.9342404825126547 -28.35915272782789
C -5.709189205158767 2.6675404825126545 -30.36544272782789
H -6.662079205158767 2.220340482512654 -30.41458272782789
C -5.326559205158766 3.530640482512654 -31.34104272782789
Cl -5.940939205158767 4.718340482512653 -33.33285272782789
C -4.134339205158767 4.111640482512653 -31.41877272782789
Cl -3.8395392051587667 5.491340482512653 -33.20155272782789
C -3.1521392051587664 3.8832404825126563 -30.38127272782789
H -2.138939205158767 4.281240482512656 -30.40567272782789
Cl -2.205939205158767 5.082940482512656 -19.51904272782789
C -3.4527392051587675 4.912040482512653 -21.49726272782789
C -4.786839205158767 4.994340482512653 -21.18172272782789
H -5.114039205158766 5.146240482512654 -20.20004272782789
C -5.6512192051587675 4.909240482512656 -22.37303772782789
H -6.717169205158767 4.968240482512654 -22.31073172782789
C -5.028039205158766 4.795940482512654 -23.57050572782789
Cl -4.9489392051587675 4.639640482512656 -25.99940272782789
C -3.7234392051587673 4.728840482512654 -23.85268272782789
Cl -2.4318392051587665 4.317140482512654 -25.98743272782789
C -2.8517392051587667 4.7727404825126545 -22.74240272782789
H -1.8148392051587674 4.731240482512655 -22.86710972782789
Cl -2.3967392051587666 1.812540482512654 -12.56635272782789
C -4.047139205158766 2.5638404825126546 -13.86823272782789
C -5.354309205158767 2.271040482512655 -13.68237272782789
H -5.668839205158767 1.6745404825126542 -12.85615272782789
C -6.316029205158767 2.9100404825126542 -14.54793272782789
H -7.350119205158767 2.7814404825126555 -14.49878272782789
C -5.727429205158767 3.652440482512654 -15.53664272782789
Cl -5.928259205158767 5.002640482512655 -17.501672727827888
C -4.454939205158766 3.934540482512654 -15.77010272782789
Cl -3.437739205158767 5.380240482512656 -17.52284272782789
C -3.5035392051587664 3.380840482512655 -14.85320272782789
H -2.4679392051587676 3.5874404825126565 -14.92326272782789
Cl 5.171860794841232 -7.9932595174873455 -27.342122727827892
C 4.751660794841234 -6.286389517487345 -28.93076272782789
C 3.4111607948412317 -5.898229517487345 -29.12108272782789
H 2.640260794841234 -6.313429517487346 -28.516872727827888
C 3.2426607948412336 -5.048149517487346 -30.30097272782789
H 2.2938607948412315 -4.625989517487346 -30.52261272782789
C 4.437660794841234 -4.680629517487345 -30.87802272782789
Cl 4.817760794841233 -3.2509295174873447 -32.65677272782789
C 5.712160794841234 -5.011529517487345 -30.636342727827888
Cl 6.982260794841233 -3.9264895174873455 -32.09044272782789
C 5.946260794841232 -5.933179517487345 -29.57327272782789
H 6.8768607948412335 -6.312299517487345 -29.38920272782789
Cl 6.384560794841233 -3.7843395174873447 -20.05886272782789
C 5.011260794841233 -3.9286495174873455 -21.85149272782789
C 3.738260794841233 -4.295759517487346 -21.46057272782789
H 3.526860794841232 -4.446699517487346 -20.39350272782789
C 2.663560794841233 -4.464299517487346 -22.45649672782789
H 1.677760794841232 -4.727669517487346 -22.16205372782789
C 3.061560794841233 -4.252889517487345 -23.73055672782789
Cl 2.4233607948412317 -4.212269517487345 -26.19163272782789
C 4.289560794841234 -3.9143795174873457 -24.13363272782789
Cl 4.675260794841234 -3.569169517487346 -26.33748272782789
C 5.335760794841233 -3.7316295174873453 -23.21466372782789
H 6.281960794841234 -3.425239517487345 -23.57230072782789
Cl 6.114260794841234 -4.476089517487345 -11.39695272782789
C 4.660060794841234 -4.214189517487345 -13.14822272782789
C 3.377460794841232 -4.0498495174873455 -12.75115272782789
H 3.089460794841232 -4.086719517487346 -11.72785272782789
C 2.4378607948412334 -3.8500795174873446 -13.87226272782789
H 1.3848607948412326 -3.692549517487345 -13.80827272782789
C 3.0419607948412324 -3.853489517487345 -15.07571272782789
Cl 2.5105607948412345 -3.633079517487346 -17.34781272782789
C 4.305760794841232 -3.988439517487345 -15.56347272782789
Cl 4.867160794841235 -3.904939517487346 -18.136052727827888
